author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305151277/;Зеленоград;sale;flat;5;5;5;133.0;87000000;Тверской;1-я Тверская-Ямская ;4;Маяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307715589/;Зеленоград;sale;flat;21;22;4;143.2;92550000;Хорошево-Мневники; Нижние Мневники;16к5;Терехово ;Остров
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/302463353/;Зеленоград;sale;flat;51;56;2;139.0;114999999;Раменки;проспект Генерала Дорохова;вл1к3;Минская;Will Towers
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308940571/;Зеленоград;sale;flat;5;8;4;165.0;164000000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062308/;Зеленоград;sale;flat;1;4;4;182.5;192184799;Арбат;Большой Афанасьевский переулок;30;Арбатская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/308419477/;Зеленоград;sale;flat;6;8;3;146.5;192000000;Пресненский;Малый Козихинский переулок;7;Пушкинская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295066683/;Зеленоград;sale;flat;2;6;3;118.7;220000000;Хамовники;переулок Хилков;5;Парк Культуры;Особняк в Хилковом переулке
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/291636518/;Зеленоград;sale;flat;5;7;3;172.26;450192893;Хамовники; Ефремова;19к4;Спортивная;Knightsbridge Private Park
Александр Осипов;realtor;https://spb.cian.ru/sale/flat/301778223/;Зеленоград;sale;flat;2;13;2;52.2;9999000;пос. Бугры; Английская;8;;Энфилд
Юрий Шадеко;realtor;https://spb.cian.ru/sale/flat/307347913/;Зеленоград;sale;flat;10;17;1;45.0;13900000;Приморский;переулок Ипподромный;3к1;Пионерская;Приморский квартал
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/269165852/;Зеленоград;sale;flat;15;19;3;65.0;21200000;Центральный; Войкова;27;;
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/295204012/;Зеленоград;sale;flat;3;11;2;53.0;22300000;Хостинский; Яна Фабрициуса;2/17;;Фестивальный
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/300691022/;Зеленоград;sale;flat;8;11;3;70.0;25500000;Хостинский; Яна Фабрициуса;2/17;;Фестивальный
Гранит Инвест;real_estate_agent;https://spb.cian.ru/sale/flat/304867719/;Зеленоград;sale;flat;2;10;3;68.4;25650000;Петроградский;Аптекарский проспект;18;Петроградская;Skandi Klubb
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/306951109/;Зеленоград;sale;flat;5;9;2;65.0;33000000;Адлерский; Павлика Морозова;24;;
Сулейман Махаури;realtor;https://krasnogorsk.cian.ru/sale/flat/294741975/;Зеленоград;sale;flat;16;24;2;82.0;9700000;;бульвар Космонавтов;1;Опалиха;Изумрудные холмы
Главстрой;developer;https://www.cian.ru/sale/flat/296872071/;Зеленоград;sale;flat;26;30;3;67.1;21144150;Рязанский;Рязанский проспект;;Окская;balance
Колди;developer;https://www.cian.ru/sale/flat/302241697/;Зеленоград;sale;flat;7;21;2;43.29;13530653;Нижегородский;;;Калитники;Н'айс Лофт ЖК
3SGroup;developer;https://www.cian.ru/sale/flat/299381153/;Зеленоград;sale;flat;7;17;3;65.6;16463809;;;;Корниловская;FOREVILLE
ID 12847903;homeowner;https://spb.cian.ru/sale/flat/308691921/;Зеленоград;sale;flat;3;12;4;140.6;23000000;; Ленинградская;3;Улица Дыбенко;Новый Оккервиль
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/305957125/;Зеленоград;sale;flat;2;12;1;51.2;31300000;Сокол; Врубеля;4к1;Сокол;Врубеля 4
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/305383571/;Зеленоград;sale;flat;7;39;2;61.4;35950000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
TOUCH;developer;https://www.cian.ru/sale/flat/302838481/;Зеленоград;sale;flat;6;13;2;60.6;38217891;Южнопортовый;;к3;Дубровка;Шампайн ЖК
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576255/;Зеленоград;sale;flat;2;22;3;67.7;42355790;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307970936/;Зеленоград;sale;flat;3;5;2;44.3;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296779510/;Зеленоград;sale;flat;2;7;3;108.0;48500000;Тверской;1-я Миусская ;24/22С4;Менделеевская;
Екатерина Трипольская;realtor;https://www.cian.ru/sale/flat/308788985/;Зеленоград;sale;flat;8;12;3;94.0;49000000;Видовая кв-ра в е Мосфильма3-комн. квартира;94 м²;;;
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/305593868/;Зеленоград;sale;flat;5;24;3;107.6;50000000;Таганский;Марксистская ;7;Пролетарская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299341036/;Зеленоград;sale;flat;10;34;1;64.4;51000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/307143307/;Зеленоград;sale;flat;14;19;3;114.2;55000000;Раменки;Мичуринский проспект;29;Раменки;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308564040/;Зеленоград;sale;flat;34;41;3;80.8;61000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
Аеон-Девелопмент;developer;https://www.cian.ru/sale/flat/301173869/;Зеленоград;sale;flat;4;46;3;90.2;64106527;Дорогомилово;Кутузовский проезд;16А/1;Фили;River Park Кутузовский
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/302645883/;Зеленоград;sale;flat;13;14;4;130.0;68999999;Филевский парк;Филевский бульвар;24к3;Фили;Ривер-Хаус
NF Group - ex-Knight Frank;real_estate_agent;https://odintsovo.cian.ru/sale/flat/294375503/;Зеленоград;sale;flat;1;9;3;111.0;70000000;Заречье рп; Весенняя;2к6;;Сколково Парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305915966/;Зеленоград;sale;flat;10;13;2;73.5;75000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308413458/;Зеленоград;sale;flat;4;13;2;68.9;95000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307272760/;Зеленоград;sale;flat;13;25;3;88.4;97000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306773380/;Зеленоград;sale;flat;11;11;5;180.0;107000000;Щукино; Расплетина;14;Октябрьское поле;Новая звезда
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303671209/;Зеленоград;sale;flat;3;9;3;142.5;108900000;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303544834/;Зеленоград;sale;flat;61;79;3;110.5;110000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
ID 25540541;realtor;https://www.cian.ru/sale/flat/306925742/;Зеленоград;sale;flat;5;7;3;108.9;124000000;Хамовники;3-й Обыденский переулок;2;Кропоткинская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308251423/;Зеленоград;sale;flat;41;41;4;165.0;215000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306265778/;Зеленоград;sale;flat;7;7;4;273.0;370000000;Якиманка; Малая Полянка;2;Полянка;Онегин
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590856/;Зеленоград;sale;flat;4;4;5;405.0;975744000;Таганский; Солянка;7;Китай-город;Дом с Атлантами
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/275227744/;Зеленоград;sale;flat;4;19;1;35.0;11980000;Василеостровский;Морской;;Приморская;GloraX Premium Василеостровский
Этажи Москва;real_estate_agent;https://vidnoye.cian.ru/sale/flat/308115716/;Зеленоград;sale;flat;1;5;2;45.2;6400000;;Школьная ;61;Домодедовская;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://mytishchi.cian.ru/sale/flat/308339795/;Зеленоград;sale;flat;4;17;3;52.0;8800000;;переулок 1-й Стрелковый;3;Медведково;Мытищи Парк
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/308515173/;Зеленоград;sale;flat;7;9;1;40.6;10499000;Некрасовка; Недорубова;12;Некрасовка;Некрасовка
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/306497669/;Зеленоград;sale;flat;8;24;3;98.6;14300000;; Разина;1А;Салтыковская;28 микрорайон
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308063057/;Зеленоград;sale;flat;24;49;1;43.9;27800000;Раменки; Лобачевского;114с1;Аминьевская;Событие
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306945307/;Зеленоград;sale;flat;21;24;1;40.8;30000000;Хорошевский;Хорошевское шоссе;25Ак3;Полежаевская;Династия
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303962688/;Зеленоград;sale;flat;41;51;3;84.11;33000000;Пресненский;Шмитовский проезд;39;Шелепиха;Headliner
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300321398/;Зеленоград;sale;flat;7;7;2;83.6;37950000;Беговой;Ленинградский проспект;1;Белорусская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303951960/;Зеленоград;sale;flat;6;17;3;82.7;39000000;Беговой;Ленинградский проспект;35С2;Петровский Парк;Квартал апартаментов Искра-Парк
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308460346/;Зеленоград;sale;flat;3;6;3;80.0;39500000;Дорогомилово;Студенческая ;32;Студенческая;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297834603/;Зеленоград;sale;flat;11;38;3;109.0;40000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308344454/;Зеленоград;sale;flat;3;37;3;77.0;42000000;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/294511036/;Зеленоград;sale;flat;4;23;2;90.6;45000000;Хорошевский; Гризодубовой;2;ЦСКА;Гранд-парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303447463/;Зеленоград;sale;flat;28;39;3;71.0;47000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304228468/;Зеленоград;sale;flat;17;32;3;69.0;52000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303790039/;Зеленоград;sale;flat;23;30;3;98.5;52900000;Можайский; Петра Алексеева;14;Давыдково;КутузовGRAD II
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/306835123/;Зеленоград;sale;flat;4;8;5;117.0;58500000;Пресненский;Большая Садовая ;3С1;Маяковская;
Optima Development;developer;https://www.cian.ru/sale/flat/301041666/;Зеленоград;sale;flat;30;41;3;84.4;64858046;Хорошевский;Ленинградский проспект;37/2;Петровский Парк;Прайм Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304132374/;Зеленоград;sale;flat;2;6;3;70.0;67500000;Пресненский;Богословский переулок;7;Пушкинская;
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308909284/;Зеленоград;sale;flat;11;12;4;120.0;70000000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303331404/;Зеленоград;sale;flat;3;28;4;125.0;74990000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306945306/;Зеленоград;sale;flat;19;24;4;108.0;77000000;Хорошевский;Хорошевское шоссе;25С3;Полежаевская;Династия
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Зеленоград;sale;flat;9;10;2;90.0;79990000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304198504/;Зеленоград;sale;flat;19;29;4;162.7;88500000;Южнопортовый; 1-я Машиностроения;10;Дубровка;Дубровская Слобода
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308875658/;Зеленоград;sale;flat;11;18;5;180.0;107000000;Щукино; Расплетина;14;Октябрьское поле;Новая звезда
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308709755/;Зеленоград;sale;flat;51;68;3;101.0;107990000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307152440/;Зеленоград;sale;flat;3;9;4;143.0;108900000;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/306884479/;Зеленоград;sale;flat;5;20;4;125.0;110000000;Пресненский;Средний Тишинский переулок;вл5-7;Белорусская;Дом на Тишинке
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308896861/;Зеленоград;sale;flat;3;15;5;125.5;115000000;Даниловский;набережная Марка Шагала;1к2;ЗИЛ;ЗИЛАРТ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302736792/;Зеленоград;sale;flat;5;12;4;155.2;117160000;Раменки; Сергея Бондарчука;6;Мичуринский проспект;Река
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/305779304/;Зеленоград;sale;flat;19;50;4;213.8;119950000;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297894351/;Зеленоград;sale;flat;6;7;2;95.0;130000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
WELHOME;real_estate_agent;https://www.cian.ru/sale/flat/308186992/;Зеленоград;sale;flat;41;41;4;143.4;138000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/300004581/;Зеленоград;sale;flat;8;8;4;165.1;169000000;Красносельский;Милютинский переулок;3;Лубянка;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299105242/;Зеленоград;sale;flat;3;15;4;154.2;201794039;Мещанский;Протопоповский переулок;10;Проспект Мира;Хортус Гармония
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/307943484/;Зеленоград;sale;flat;41;41;4;165.0;215000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306596318/;Зеленоград;sale;flat;2;10;5;260.0;225000000;Хамовники;3-я Фрунзенская ;5к1;Фрунзенская;Спорт Хаус
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304804878/;Зеленоград;sale;flat;43;61;5;207.1;270000000;Пресненский;Краснопресненская набережная;14С1;Москва-Сити;Capital Towers
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304873064/;Зеленоград;sale;flat;42;65;5;207.1;270520000;Пресненский;Краснопресненская набережная;14Ак2;Москва-Сити;Capital Towers
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/286396662/;Зеленоград;sale;flat;5;6;4;340.0;288277199;Якиманка; Большая Полянка;61С2;Добрынинская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/308640925/;Зеленоград;sale;flat;7;10;4;273.4;370000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297855440/;Зеленоград;sale;flat;7;7;5;265.0;382500000;Тверской; Большая Дмитровка;7/5С2;Театральная;Советник
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302552275/;Зеленоград;sale;flat;5;6;5;260.4;399000000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292247013/;Зеленоград;sale;flat;5;6;4;280.0;500000000;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
ФинансИнвест;developer;https://tver.cian.ru/sale/flat/274479196/;Зеленоград;sale;flat;20;24;2;65.25;7630400;Пролетарский;Оснабрюкская ;22;;Диадема
ПИК;developer;https://novorossiysk.cian.ru/sale/flat/276704551/;Зеленоград;sale;flat;1;15;3;85.9;10534432;мкр. Южный; Мурата Ахеджака;5к1;;Черноморский 2
Алькор;developer;https://spb.cian.ru/sale/flat/303221738/;Зеленоград;sale;flat;1;5;2;53.96;14616228;Кронштадтский;дорога Цитадельская;;Беговая;Кронфорт.Центральный
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/302370879/;Зеленоград;sale;flat;3;4;2;67.8;21000000;Хостинский; Черноморская;13Г;;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/302370670/;Зеленоград;sale;flat;16;23;2;71.0;21000000;Хостинский;Курортный проспект;92/5;;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/298339897/;Зеленоград;sale;flat;5;27;3;105.0;30000000;Хостинский;проспект Пушкина;6;;Новая Александрия
НЕРИЕЛТОР;real_estate_agent;https://khimki.cian.ru/sale/flat/299675232/;Зеленоград;sale;flat;3;17;1;37.7;5000000;;;к7;;
Homeapp;real_estate_agent;https://vidnoye.cian.ru/sale/flat/295145929/;Зеленоград;sale;flat;1;4;1;32.0;5900000;;;;;Живописный
СОВКОМБАНК;official_representative;https://lyubertsy.cian.ru/sale/flat/308416128/;Зеленоград;sale;flat;2;17;1;34.0;6800000;; Камова;10к1;Некрасовка;
ZIP Realty;real_estate_agent;https://khimki.cian.ru/sale/flat/308369407/;Зеленоград;sale;flat;2;5;2;42.6;8160000;; Энгельса;14а;Химки;
ID 92974573;realtor;https://www.cian.ru/sale/flat/302200222/;Зеленоград;sale;flat;4;5;2;43.6;11300000;Москворечье-Сабурово;Каширское шоссе;54к2А;Москворечье;
Дмитрий Асташов;realtor;https://www.cian.ru/sale/flat/307964340/;Зеленоград;sale;flat;6;9;3;58.7;21000000;Академический;Большая Черемушкинская ;2К1;Крымская;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308410137/;Зеленоград;sale;flat;14;41;2;48.0;31500000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307098964/;Зеленоград;sale;flat;7;48;1;55.5;33000000;Ростокино; Вильгельма Пика;3С1;Ботанический сад;Режиссёр
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304965476/;Зеленоград;sale;flat;22;22;2;55.7;39500000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307869441/;Зеленоград;sale;flat;3;41;3;74.4;41500000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306509264/;Зеленоград;sale;flat;2;39;2;69.0;47000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/294650795/;Зеленоград;sale;flat;3;5;2;44.0;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/301948885/;Зеленоград;sale;flat;12;51;4;108.2;54000000;Пресненский;Шмитовский проезд;39;Шелепиха;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307870350/;Зеленоград;sale;flat;7;41;4;98.0;55000000;Раменки;1-й Сетуньский проезд;вл8;Кутузовская;Hide
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308165083/;Зеленоград;sale;flat;8;41;4;97.0;55000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303688290/;Зеленоград;sale;flat;9;20;2;71.8;57000000;Пресненский;Мантулинская ;9к4;Москва-Сити;City Park
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306666399/;Зеленоград;sale;flat;7;21;4;126.3;57000000;Раменки; Лобачевского;114с1;Аминьевская;Событие
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833885/;Зеленоград;sale;flat;42;66;2;67.4;60660000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308552723/;Зеленоград;sale;flat;32;41;4;101.4;65000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062293/;Зеленоград;sale;flat;4;5;3;73.7;67492039;Мещанский;Большой Сергиевский переулок;18;Трубная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304965475/;Зеленоград;sale;flat;22;22;3;106.0;68900000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294203461/;Зеленоград;sale;flat;2;9;2;60.0;93000000;Таганский;Большой Николоворобинский переулок;9к1;Китай-город;Дом NV/9
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302954872/;Зеленоград;sale;flat;5;12;4;157.3;120000000;Тверской;1-й Тверской-Ямской переулок;11;Маяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305578530/;Зеленоград;sale;flat;3;4;3;125.5;140000000;Басманный;Подсосенский переулок;11;Курская;Клубный дом il Ricco
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295395551/;Зеленоград;sale;flat;4;21;4;136.0;170000000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300298586/;Зеленоград;sale;flat;13;16;4;195.0;185000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/307602202/;Зеленоград;sale;flat;9;10;3;172.0;196650000;Якиманка; Малая Полянка;2;Полянка;Онегин
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/307602204/;Зеленоград;sale;flat;9;10;3;185.0;211600000;Якиманка; Малая Полянка;2;Полянка;Онегин
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/282777029/;Зеленоград;sale;flat;20;24;2;96.0;26000000;Хостинский;Курортный проспект;92/5;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/301772765/;Зеленоград;sale;flat;1;3;2;75.0;29000000;Хостинский; Черноморская;13Г;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/303456190/;Зеленоград;sale;flat;5;28;2;65.0;34000000;Центральный; Кубанская;12Б;;
Многофункциональный Центр Недвижимости;real_estate_agent;https://tver.cian.ru/sale/flat/307952490/;Зеленоград;sale;flat;1;5;1;35.3;2950000;Конаково; Гагарина;12;;
Елена Гореликова;realtor;https://khimki.cian.ru/sale/flat/305791922/;Зеленоград;sale;flat;13;15;1;26.8;5500000;Велтон Парк Новая Сходня мкр; Беговая;12;;Wellton Park Новая Сходня
Свой Мир;real_estate_agent;https://spb.cian.ru/sale/flat/300487607/;Зеленоград;sale;flat;1;3;2;41.0;6600000;Гатчина; Горького;5;;
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/301470605/;Зеленоград;sale;flat;5;13;1;36.62;9200000;Василеостровский;бульвар Головнина;4;Приморская;Аквилон ZALIVE
Телус;real_estate_agent;https://khimki.cian.ru/sale/flat/303875096/;Зеленоград;sale;flat;3;9;2;50.6;9500000;; Гоголя;21;Химки;
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/296593320/;Зеленоград;sale;flat;20;24;2;59.5;9678000;; Разина;1А;Салтыковская;28 микрорайон
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/304043218/;Зеленоград;sale;flat;10;24;2;69.8;10550000;; Разина;1А;Салтыковская;28 микрорайон
NEWдвижимость Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/307628408/;Зеленоград;sale;flat;8;20;2;71.3;11699000;; Соловьева;1;Кучино;Леоновский парк
ID 47664046;unknown;https://www.cian.ru/sale/flat/308165149/;Зеленоград;sale;flat;10;12;2;52.0;13200000;Царицыно;Луганская ;3К2;Царицыно;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/307315277/;Зеленоград;sale;flat;17;17;3;89.6;22200000;; Никитина;11к1;Рассказовка;
ID 17498307;homeowner;https://www.cian.ru/sale/flat/308837547/;Зеленоград;sale;flat;5;10;1;40.4;28900000;Дорогомилово;Кутузовский проспект;30;Кутузовская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/307294153/;Зеленоград;sale;flat;4;9;3;67.0;37000000;Дорогомилово;Кутузовский проспект;23К1;Москва-Сити;
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/300347461/;Зеленоград;sale;flat;15;17;4;115.0;37000000;Тропарево-Никулино;Никулинская ;27;Озёрная;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302377814/;Зеленоград;sale;flat;3;33;3;79.53;38500000;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/305064919/;Зеленоград;sale;flat;39;40;3;58.0;39000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308709751/;Зеленоград;sale;flat;4;5;3;64.8;39990000;Даниловский;проспект Лихачева;22;Технопарк;Nagatino i-Land
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/297045342/;Зеленоград;sale;flat;3;18;3;114.4;51480000;Красносельский;Басманный переулок;5;Комсомольская;Басманный 5
NF Group - ex-Knight Frank;real_estate_agent;https://odintsovo.cian.ru/sale/flat/294452710/;Зеленоград;sale;flat;5;9;3;130.0;83000000;Заречье рп; Весенняя;2к6;;Сколково Парк
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/303778225/;Зеленоград;sale;flat;2;9;2;60.0;93000000;Таганский;Большой Николоворобинский переулок;9к1;Китай-город;Дом NV/9
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380778/;Зеленоград;sale;flat;5;12;4;157.3;120000000;Тверской;1-й Тверской-Ямской переулок;11;Маяковская;
